#score	occ	co	cco	dCDF
-1.7	5764	20954722	186456	0.00881957
-1.6	5701	20960423	180755	0.0085499
-1.5	5945	20966368	174810	0.0082687
-1.4	6082	20972450	168728	0.00798101
-1.3	5647	20978097	163081	0.0077139
-1.2	5007	20983104	158074	0.00747707
-1.1	5565	20988669	152509	0.00721384
-1	5338	20994007	147171	0.00696134
-0.9	5292	20999299	141879	0.00671103
-0.8	5546	21004845	136333	0.00644869
-0.7	4577	21009422	131756	0.0062322
-0.6	4384	21013806	127372	0.00602483
-0.5	5188	21018994	122184	0.00577943
-0.4	5190	21024184	116994	0.00553394
-0.3	4596	21028780	112398	0.00531654
-0.2	5074	21033854	107324	0.00507654
-0.1	4046	21037900	103278	0.00488516
0	3897	21041797	99381	0.00470083
0.1	3850	21045647	95531	0.00451872
0.2	3815	21049462	91716	0.00433826
0.3	4156	21053618	87560	0.00414168
0.4	3974	21057592	83586	0.00395371
0.5	3248	21060840	80338	0.00380007
0.6	3224	21064064	77114	0.00364757
0.7	3242	21067306	73872	0.00349422
0.8	3416	21070722	70456	0.00333264
0.9	3137	21073859	67319	0.00318426
1	2758	21076617	64561	0.0030538
1.1	2651	21079268	61910	0.00292841
1.2	2167	21081435	59743	0.00282591
1.3	2519	21083954	57224	0.00270676
1.4	2221	21086175	55003	0.0026017
1.5	2388	21088563	52615	0.00248874
1.6	2073	21090636	50542	0.00239069
1.7	2387	21093023	48155	0.00227778
1.8	1752	21094775	46403	0.00219491
1.9	1531	21096306	44872	0.00212249
2	1617	21097923	43255	0.00204601
2.1	1519	21099442	41736	0.00197416
2.2	1424	21100866	40312	0.0019068
2.3	1444	21102310	38868	0.0018385
2.4	1266	21103576	37602	0.00177861
2.5	1116	21104692	36486	0.00172583
2.6	944	21105636	35542	0.00168117
2.7	922	21106558	34620	0.00163756
2.8	882	21107440	33738	0.00159584
2.9	3358	21110798	30380	0.00143701
3	916	21111714	29464	0.00139368
3.1	949	21112663	28515	0.00134879
3.2	733	21113396	27782	0.00131412
3.3	612	21114008	27170	0.00128517
3.4	884	21114892	26286	0.00124336
3.5	818	21115710	25468	0.00120466
3.6	588	21116298	24880	0.00117685
3.7	432	21116730	24448	0.00115642
3.8	745	21117475	23703	0.00112118
3.9	568	21118043	23135	0.00109431
4	662	21118705	22473	0.001063
4.1	554	21119259	21919	0.00103679
4.2	490	21119749	21429	0.00101361
4.3	680	21120429	20749	0.00098145
4.4	751	21121180	19998	0.000945926
4.5	543	21121723	19455	0.000920242
4.6	572	21122295	18883	0.000893186
4.7	532	21122827	18351	0.000868022
4.8	616	21123443	17735	0.000838884
4.9	928	21124371	16807	0.000794989
5	616	21124987	16191	0.000765851
5.1	381	21125368	15810	0.00074783
5.2	477	21125845	15333	0.000725267
5.3	528	21126373	14805	0.000700292
5.4	653	21127026	14152	0.000669405
5.5	510	21127536	13642	0.000645281
5.6	556	21128092	13086	0.000618982
5.7	442	21128534	12644	0.000598075
5.8	473	21129007	12171	0.000575701
5.9	573	21129580	11598	0.000548598
6	426	21130006	11172	0.000528447
6.1	414	21130420	10758	0.000508865
6.2	440	21130860	10318	0.000488052
6.3	495	21131355	9823	0.000464638
6.4	403	21131758	9420	0.000445576
6.5	650	21132408	8770	0.00041483
6.6	622	21133030	8148	0.000385409
6.7	371	21133401	7777	0.00036786
6.8	587	21133988	7190	0.000340095
6.9	372	21134360	6818	0.000322499
7	381	21134741	6437	0.000304477
7.1	454	21135195	5983	0.000283002
7.2	271	21135466	5712	0.000270184
7.3	505	21135971	5207	0.000246297
7.4	468	21136439	4739	0.00022416
7.5	416	21136855	4323	0.000204482
7.6	281	21137136	4042	0.000191191
7.7	261	21137397	3781	0.000178845
7.8	309	21137706	3472	0.000164229
7.9	193	21137899	3279	0.0001551
8	241	21138140	3038	0.000143701
8.1	287	21138427	2751	0.000130125
8.2	214	21138641	2537	0.000120003
8.3	228	21138869	2309	0.000109218
8.4	338	21139207	1971	9.32304E-05
8.5	200	21139407	1771	8.37702E-05
8.6	153	21139560	1618	7.65331E-05
8.7	207	21139767	1411	6.67418E-05
8.8	77	21139844	1334	6.30996E-05
8.9	149	21139993	1185	5.60517E-05
9	168	21140161	1017	4.81052E-05
9.1	175	21140336	842	3.98275E-05
9.2	163	21140499	679	3.21174E-05
9.3	221	21140720	458	2.16639E-05
9.4	134	21140854	324	1.53255E-05
9.5	0	21140854	324	1.53255E-05
9.6	26	21140880	298	1.40957E-05
9.7	27	21140907	271	1.28186E-05
9.8	0	21140907	271	1.28186E-05
9.9	67	21140974	204	9.64941E-06
10	55	21141029	149	7.04786E-06
10.1	18	21141047	131	6.19644E-06
10.2	48	21141095	83	3.92599E-06
10.3	20	21141115	63	2.97997E-06
10.4	8	21141123	55	2.60156E-06
10.5	33	21141156	22	1.04062E-06
10.6	7	21141163	15	7.09516E-07
10.7	0	21141163	15	7.09516E-07
10.8	1	21141164	14	6.62215E-07
10.9	5	21141169	9	4.25709E-07
11	0	21141169	9	4.25709E-07
11.1	0	21141169	9	4.25709E-07
11.2	9	21141178	0	0
